Ticket ID,latent_problem_id,had_context,true_category
MU-102501,ACC-NEW,Yes,Account & Access Management
MU-102786,SIS-REG,Yes,Student Information System
MU-100325,APP-ERP,Yes,Application Support
MU-101184,SIS-REG,No,Student Information System
MU-103332,LMS-LOGIN,Yes,Learning Management System
MU-104367,SIS-FEE,Yes,Student Information System
MU-101429,ACC-LOCKED,Yes,Account & Access Management
MU-100633,SIS-REG,Yes,Student Information System
MU-100712,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104511,ACC-PERMS,Yes,Account & Access Management
MU-103681,APP-ERP,No,Application Support
MU-101171,APP-ERP,Yes,Application Support
MU-102835,NET-VPN,No,Network & Connectivity
MU-104020,ACC-PWD-RESET,Yes,Account & Access Management
MU-102321,SIS-PORTAL-SLOW,Yes,Student Information System
MU-101328,ACC-PWD-RESET,No,Account & Access Management
MU-104359,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104361,LMS-QUIZ,Yes,Learning Management System
MU-101983,NET-VPN,Yes,Network & Connectivity
MU-103640,ACC-PWD-RESET,Yes,Account & Access Management
MU-101609,SIS-TRANSCRIPT,Yes,Student Information System
MU-102381,SIS-REG,Yes,Student Information System
MU-101778,HW-PRINTER,Yes,Hardware & Equipment
MU-104405,LMS-QUIZ,Yes,Learning Management System
MU-101393,LMS-LOGIN,Yes,Learning Management System
MU-102998,APP-PRINT-SW,Yes,Application Support
MU-101186,LMS-QUIZ,No,Learning Management System
MU-102477,LMS-QUIZ,Yes,Learning Management System
MU-100032,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104297,SIS-REG,Yes,Student Information System
MU-100259,ACC-NEW,Yes,Account & Access Management
MU-100191,HW-PC-SLOW,Yes,Hardware & Equipment
MU-103729,APP-PRINT-SW,No,Application Support
MU-100683,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103769,SIS-FEE,Yes,Student Information System
MU-102726,ACC-LOCKED,Yes,Account & Access Management
MU-104388,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-104767,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102585,EML-SEND-FAIL,No,Email & Collaboration
MU-102932,HW-PRINTER,Yes,Hardware & Equipment
MU-102288,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103128,ACC-PERMS,No,Account & Access Management
MU-103843,APP-INSTALL,No,Application Support
MU-104022,HW-PRINTER,Yes,Hardware & Equipment
MU-101143,HW-PROJECTOR,No,Hardware & Equipment
MU-102450,NET-SLOW,No,Network & Connectivity
MU-102131,NET-VPN,No,Network & Connectivity
MU-104010,APP-ERP,No,Application Support
MU-104501,NET-SLOW,Yes,Network & Connectivity
MU-103890,ACC-PWD-RESET,No,Account & Access Management
MU-102474,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104664,ACC-NEW,Yes,Account & Access Management
MU-103564,EML-MEETING,No,Email & Collaboration
MU-101185,SIS-REG,No,Student Information System
MU-103310,SIS-REG,Yes,Student Information System
MU-103053,LMS-COURSE-MISSING,No,Learning Management System
MU-103309,HW-PC-NOBOOT,No,Hardware & Equipment
MU-104399,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103304,SIS-FEE,Yes,Student Information System
MU-102914,HW-PC-NOBOOT,No,Hardware & Equipment
MU-100483,NET-LAN-PORT,Yes,Network & Connectivity
MU-100286,APP-INSTALL,No,Application Support
MU-100944,HW-PRINTER,No,Hardware & Equipment
MU-102699,ACC-PERMS,Yes,Account & Access Management
MU-101534,EML-MEETING,No,Email & Collaboration
MU-102731,SIS-TRANSCRIPT,Yes,Student Information System
MU-104320,APP-PRINT-SW,No,Application Support
MU-101092,LMS-COURSE-MISSING,No,Learning Management System
MU-104200,NET-LAN-PORT,No,Network & Connectivity
MU-100485,NET-SLOW,Yes,Network & Connectivity
MU-101294,SIS-FEE,Yes,Student Information System
MU-103406,ACC-LOCKED,Yes,Account & Access Management
MU-103883,EML-MEETING,No,Email & Collaboration
MU-104233,ACC-NEW,Yes,Account & Access Management
MU-101536,ACC-NEW,No,Account & Access Management
MU-102839,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100818,NET-SLOW,Yes,Network & Connectivity
MU-104042,HW-PROJECTOR,No,Hardware & Equipment
MU-104578,ACC-LOCKED,Yes,Account & Access Management
MU-103051,APP-INSTALL,Yes,Application Support
MU-100758,SIS-REG,Yes,Student Information System
MU-100203,NET-SLOW,No,Network & Connectivity
MU-103665,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100065,ACC-PERMS,No,Account & Access Management
MU-100301,ACC-NEW,Yes,Account & Access Management
MU-104092,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104375,ACC-PWD-RESET,Yes,Account & Access Management
MU-101099,SIS-TRANSCRIPT,No,Student Information System
MU-102475,SIS-FEE,Yes,Student Information System
MU-103921,LMS-UPLOAD,Yes,Learning Management System
MU-103586,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100088,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100983,ACC-PERMS,Yes,Account & Access Management
MU-103798,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100727,SIS-FEE,Yes,Student Information System
MU-102675,APP-ERP,No,Application Support
MU-101787,HW-PRINTER,No,Hardware & Equipment
MU-100432,NET-VPN,Yes,Network & Connectivity
MU-104801,EML-MEETING,No,Email & Collaboration
MU-103423,LMS-QUIZ,Yes,Learning Management System
MU-102106,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-101815,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104634,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103891,HW-PC-SLOW,No,Hardware & Equipment
MU-102510,ACC-NEW,No,Account & Access Management
MU-101200,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100414,LMS-QUIZ,Yes,Learning Management System
MU-103189,ACC-PWD-RESET,No,Account & Access Management
MU-101244,LMS-COURSE-MISSING,No,Learning Management System
MU-104078,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103583,LMS-COURSE-MISSING,No,Learning Management System
MU-102626,NET-LAN-PORT,No,Network & Connectivity
MU-102684,ACC-PWD-RESET,Yes,Account & Access Management
MU-101537,NET-SLOW,No,Network & Connectivity
MU-104216,APP-LICENCE,No,Application Support
MU-104206,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103060,ACC-LOCKED,Yes,Account & Access Management
MU-100466,APP-LICENCE,No,Application Support
MU-100709,APP-INSTALL,Yes,Application Support
MU-100582,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104533,ACC-PWD-RESET,Yes,Account & Access Management
MU-103144,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100429,HW-PC-SLOW,No,Hardware & Equipment
MU-102024,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100826,ACC-PWD-RESET,Yes,Account & Access Management
MU-102650,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100514,ACC-PERMS,No,Account & Access Management
MU-100480,LMS-QUIZ,Yes,Learning Management System
MU-101956,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100707,ACC-NEW,Yes,Account & Access Management
MU-100637,NET-SLOW,Yes,Network & Connectivity
MU-102560,LMS-COURSE-MISSING,No,Learning Management System
MU-101202,EML-SEND-FAIL,No,Email & Collaboration
MU-103751,LMS-QUIZ,No,Learning Management System
MU-103937,ACC-PWD-RESET,Yes,Account & Access Management
MU-102269,ACC-PWD-RESET,No,Account & Access Management
MU-104656,ACC-NEW,No,Account & Access Management
MU-101112,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-100521,SIS-REG,Yes,Student Information System
MU-101170,HW-PROJECTOR,No,Hardware & Equipment
MU-102965,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104204,HW-PRINTER,No,Hardware & Equipment
MU-102089,ACC-PWD-RESET,No,Account & Access Management
MU-103290,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104711,LMS-QUIZ,Yes,Learning Management System
MU-104163,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100345,HW-PC-SLOW,Yes,Hardware & Equipment
MU-103536,LMS-LOGIN,No,Learning Management System
MU-102404,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104795,APP-ERP,Yes,Application Support
MU-102302,NET-SLOW,Yes,Network & Connectivity
MU-103031,ACC-PERMS,No,Account & Access Management
MU-103217,APP-ERP,Yes,Application Support
MU-100141,APP-INSTALL,Yes,Application Support
MU-101752,ACC-PWD-RESET,Yes,Account & Access Management
MU-101616,LMS-COURSE-MISSING,No,Learning Management System
MU-104858,LMS-UPLOAD,Yes,Learning Management System
MU-102141,ACC-PWD-RESET,Yes,Account & Access Management
MU-101396,HW-PRINTER,No,Hardware & Equipment
MU-101326,HW-PROJECTOR,Yes,Hardware & Equipment
MU-101349,APP-PRINT-SW,No,Application Support
MU-101350,APP-INSTALL,Yes,Application Support
MU-101901,ACC-LOCKED,No,Account & Access Management
MU-101740,SIS-FEE,Yes,Student Information System
MU-103240,ACC-PWD-RESET,No,Account & Access Management
MU-104771,NET-SLOW,Yes,Network & Connectivity
MU-103526,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102970,ACC-PWD-RESET,No,Account & Access Management
MU-102307,ACC-NEW,Yes,Account & Access Management
MU-104509,ACC-PWD-RESET,No,Account & Access Management
MU-103556,ACC-LOCKED,No,Account & Access Management
MU-101760,ACC-PWD-RESET,Yes,Account & Access Management
MU-100064,ACC-PWD-RESET,Yes,Account & Access Management
MU-102043,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102097,NET-SLOW,Yes,Network & Connectivity
MU-103496,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101286,SIS-FEE,Yes,Student Information System
MU-102470,SIS-FEE,Yes,Student Information System
MU-101681,LMS-UPLOAD,Yes,Learning Management System
MU-100848,EML-SEND-FAIL,No,Email & Collaboration
MU-103090,APP-LICENCE,Yes,Application Support
MU-104709,SIS-TRANSCRIPT,Yes,Student Information System
MU-100362,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100164,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101233,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101712,NET-VPN,No,Network & Connectivity
MU-102460,LMS-QUIZ,No,Learning Management System
MU-101715,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104443,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102858,ACC-NEW,Yes,Account & Access Management
MU-101087,ACC-PERMS,Yes,Account & Access Management
MU-100344,SIS-TRANSCRIPT,Yes,Student Information System
MU-102503,NET-VPN,Yes,Network & Connectivity
MU-101301,LMS-UPLOAD,No,Learning Management System
MU-100478,SIS-FEE,Yes,Student Information System
MU-103945,SIS-TRANSCRIPT,Yes,Student Information System
MU-100295,LMS-LOGIN,No,Learning Management System
MU-102943,ACC-PWD-RESET,No,Account & Access Management
MU-102863,APP-PRINT-SW,Yes,Application Support
MU-100628,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100012,NET-LAN-PORT,Yes,Network & Connectivity
MU-102416,HW-PC-NOBOOT,No,Hardware & Equipment
MU-101478,LMS-LOGIN,No,Learning Management System
MU-104759,ACC-PWD-RESET,No,Account & Access Management
MU-104693,ACC-PERMS,No,Account & Access Management
MU-104734,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103842,HW-PRINTER,No,Hardware & Equipment
MU-100767,NET-LAN-PORT,Yes,Network & Connectivity
MU-103340,HW-PRINTER,Yes,Hardware & Equipment
MU-103390,ACC-PWD-RESET,Yes,Account & Access Management
MU-101373,APP-LICENCE,Yes,Application Support
MU-101753,SIS-REG,Yes,Student Information System
MU-101881,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-102782,APP-ERP,Yes,Application Support
MU-103076,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103194,APP-ERP,No,Application Support
MU-102369,APP-INSTALL,Yes,Application Support
MU-101911,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102044,ACC-LOCKED,Yes,Account & Access Management
MU-101583,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103294,ACC-PWD-RESET,Yes,Account & Access Management
MU-100419,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103222,SIS-PORTAL-SLOW,Yes,Student Information System
MU-103093,ACC-PWD-RESET,No,Account & Access Management
MU-100007,ACC-PWD-RESET,No,Account & Access Management
MU-100402,ACC-PWD-RESET,Yes,Account & Access Management
MU-100408,HW-PRINTER,Yes,Hardware & Equipment
MU-104712,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-104024,NET-VPN,No,Network & Connectivity
MU-104497,HW-PC-SLOW,Yes,Hardware & Equipment
MU-102526,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104119,LMS-COURSE-MISSING,No,Learning Management System
MU-104626,HW-PRINTER,Yes,Hardware & Equipment
MU-104827,LMS-UPLOAD,Yes,Learning Management System
MU-102010,ACC-LOCKED,No,Account & Access Management
MU-100171,LMS-COURSE-MISSING,No,Learning Management System
MU-101572,APP-PRINT-SW,Yes,Application Support
MU-100382,HW-PC-NOBOOT,No,Hardware & Equipment
MU-103836,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101659,SIS-REG,Yes,Student Information System
MU-102778,NET-SLOW,Yes,Network & Connectivity
MU-104295,ACC-NEW,Yes,Account & Access Management
MU-100775,LMS-UPLOAD,Yes,Learning Management System
MU-103571,ACC-PWD-RESET,Yes,Account & Access Management
MU-103678,SIS-FEE,Yes,Student Information System
MU-102865,ACC-PERMS,Yes,Account & Access Management
MU-101897,SIS-FEE,Yes,Student Information System
MU-102087,HW-PRINTER,Yes,Hardware & Equipment
MU-100756,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101877,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100439,LMS-QUIZ,Yes,Learning Management System
MU-101954,ACC-PERMS,Yes,Account & Access Management
MU-101988,ACC-PWD-RESET,Yes,Account & Access Management
MU-102651,LMS-COURSE-MISSING,No,Learning Management System
MU-104357,SIS-FEE,Yes,Student Information System
MU-101641,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101348,ACC-PWD-RESET,No,Account & Access Management
MU-101685,APP-LICENCE,Yes,Application Support
MU-101797,NET-SLOW,No,Network & Connectivity
MU-100572,ACC-PWD-RESET,Yes,Account & Access Management
MU-104696,HW-PC-SLOW,No,Hardware & Equipment
MU-100013,ACC-PWD-RESET,Yes,Account & Access Management
MU-103812,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104049,ACC-PWD-RESET,Yes,Account & Access Management
MU-100605,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104704,LMS-COURSE-MISSING,No,Learning Management System
MU-102589,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102534,SIS-TRANSCRIPT,No,Student Information System
MU-101407,ACC-LOCKED,Yes,Account & Access Management
MU-100569,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103712,SIS-FEE,No,Student Information System
MU-100829,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101903,ACC-NEW,No,Account & Access Management
MU-104725,EML-SEND-FAIL,No,Email & Collaboration
MU-103206,APP-LICENCE,Yes,Application Support
MU-103907,APP-INSTALL,No,Application Support
MU-102548,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103951,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104162,NET-SLOW,Yes,Network & Connectivity
MU-102770,LMS-UPLOAD,No,Learning Management System
MU-100299,APP-LICENCE,Yes,Application Support
MU-102982,NET-SLOW,Yes,Network & Connectivity
MU-103400,ACC-LOCKED,No,Account & Access Management
MU-102893,EML-SEND-FAIL,No,Email & Collaboration
MU-100804,APP-PRINT-SW,Yes,Application Support
MU-100798,SIS-FEE,No,Student Information System
MU-102317,SIS-PORTAL-SLOW,Yes,Student Information System
MU-102480,HW-PC-SLOW,Yes,Hardware & Equipment
MU-102664,LMS-QUIZ,Yes,Learning Management System
MU-103756,SIS-FEE,Yes,Student Information System
MU-102995,SIS-REG,Yes,Student Information System
MU-104093,ACC-PWD-RESET,Yes,Account & Access Management
MU-103001,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100107,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-101486,HW-PC-SLOW,Yes,Hardware & Equipment
MU-101463,LMS-COURSE-MISSING,Yes,Learning Management System
MU-102158,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100706,EML-SEND-FAIL,No,Email & Collaboration
MU-104055,HW-PRINTER,Yes,Hardware & Equipment
MU-100816,ACC-PERMS,No,Account & Access Management
MU-101873,LMS-LOGIN,Yes,Learning Management System
MU-102383,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104565,HW-PRINTER,No,Hardware & Equipment
MU-103142,ACC-PWD-RESET,No,Account & Access Management
MU-101378,SIS-FEE,Yes,Student Information System
MU-103412,LMS-LOGIN,No,Learning Management System
MU-103480,ACC-PWD-RESET,Yes,Account & Access Management
MU-100979,ACC-PWD-RESET,Yes,Account & Access Management
MU-103630,ACC-LOCKED,Yes,Account & Access Management
MU-104752,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101925,SIS-PORTAL-SLOW,No,Student Information System
MU-103233,SIS-REG,Yes,Student Information System
MU-103374,ACC-LOCKED,Yes,Account & Access Management
MU-103813,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100993,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102605,EML-MEETING,Yes,Email & Collaboration
MU-104321,ACC-NEW,Yes,Account & Access Management
MU-103511,HW-PC-SLOW,Yes,Hardware & Equipment
MU-104338,SIS-FEE,No,Student Information System
MU-101613,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102711,ACC-PWD-RESET,Yes,Account & Access Management
MU-100986,ACC-PERMS,Yes,Account & Access Management
MU-100359,HW-PRINTER,Yes,Hardware & Equipment
MU-104805,LMS-LOGIN,No,Learning Management System
MU-104874,NET-SLOW,Yes,Network & Connectivity
MU-103613,SIS-FEE,Yes,Student Information System
MU-101746,ACC-PERMS,No,Account & Access Management
MU-102627,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104416,SIS-FEE,No,Student Information System
MU-103593,HW-PRINTER,Yes,Hardware & Equipment
MU-104478,NET-SLOW,No,Network & Connectivity
MU-102371,HW-PRINTER,Yes,Hardware & Equipment
MU-103720,ACC-PWD-RESET,Yes,Account & Access Management
MU-101196,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100409,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-102079,LMS-QUIZ,No,Learning Management System
MU-104821,ACC-PWD-RESET,No,Account & Access Management
MU-102049,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104448,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103094,ACC-PWD-RESET,Yes,Account & Access Management
MU-101074,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101412,SIS-TRANSCRIPT,Yes,Student Information System
MU-100311,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103492,SIS-TRANSCRIPT,Yes,Student Information System
MU-104252,HW-PERIPHERAL,No,Hardware & Equipment
MU-103284,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103004,LMS-UPLOAD,Yes,Learning Management System
MU-101136,EML-SEND-FAIL,No,Email & Collaboration
MU-100040,ACC-PWD-RESET,No,Account & Access Management
MU-104318,LMS-UPLOAD,Yes,Learning Management System
MU-101597,NET-LAN-PORT,Yes,Network & Connectivity
MU-101826,NET-SLOW,Yes,Network & Connectivity
MU-101419,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103109,EML-SEND-FAIL,No,Email & Collaboration
MU-102678,ACC-PWD-RESET,No,Account & Access Management
MU-100731,HW-PRINTER,No,Hardware & Equipment
MU-104452,NET-SLOW,Yes,Network & Connectivity
MU-104504,NET-LAN-PORT,Yes,Network & Connectivity
MU-103644,ACC-NEW,Yes,Account & Access Management
MU-100071,APP-PRINT-SW,Yes,Application Support
MU-104003,APP-PRINT-SW,Yes,Application Support
MU-100935,HW-PRINTER,No,Hardware & Equipment
MU-104832,NET-SLOW,No,Network & Connectivity
MU-101647,SIS-TRANSCRIPT,No,Student Information System
MU-104290,ACC-PWD-RESET,Yes,Account & Access Management
MU-103566,HW-PROJECTOR,Yes,Hardware & Equipment
MU-102652,LMS-QUIZ,No,Learning Management System
MU-103421,EML-MEETING,No,Email & Collaboration
MU-104217,SIS-TRANSCRIPT,No,Student Information System
MU-100797,SIS-PORTAL-SLOW,Yes,Student Information System
MU-104617,ACC-PWD-RESET,Yes,Account & Access Management
MU-101362,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103827,ACC-NEW,No,Account & Access Management
MU-103721,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103673,SIS-FEE,Yes,Student Information System
