Ticket ID,Subject,Description,Category,Subcategory,Department,Assigned Resolver,Assigned Team,Status,Resolution Notes,Created,Resolved,Reassigned
MU-102867,Student portal timing out,"Greetings, It has refused to work and it times out during the registration period. Kindly assist.",Student Information System,Performance,School of Information Sciences,ICT-NET-03,Network Team,Closed,"Identified database contention during peak registration, applied index tuning and temporarily scaled the application resources. Response times returned to normal.",2024-10-22 16:27,2024-10-25 08:17,No
MU-103296,Office priinter down,"Good afternoon, The output is faint and the printer shows an error light. kindly look into it.",Hardware & Equipment,Printer,School of Medicine,ICT-HWM-01,Hardware & Maintenance Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2024-05-04 11:54,2024-05-06 17:43,Yes
MU-104675,Bandwidth problem,"Hello, It is giving an error in my office. downloads crawl even on a good signal. i have a class shortly.",Hardware & Equipment,Performance,School of Science,ICT-NET-03,Network Team,Resolved,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput. User confirmed the issue was resolved.",2024-08-10 17:31,2024-08-11 07:21,No
MU-101029,ICT issue,"Good afternoon, Permission is denied when i try and i cannot get into the e-learning platform. it was workiing fine last week. Regards.",Learning Management System,Access,School of Science,ICT-ELN-01,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,2025-11-12 08:07,2025-11-14 08:14,Yes
MU-102353,Mailbox full,"Hi, It is not showing in the computer lab. i need my mailbox quoat increased since this morning.",Email & Collaboration,Mailbox quota,Finance Department,ICT-SYS-01,Systems & Accounts Team,Closed,"Advised the user on archiving, purged deleted items and increased the mailbox quota in line with the ICT storage policy. Confirmed mail flow resumed.",2025-09-10 10:06,2025-09-10 13:34,No
MU-102361,Cannot connect to wifi,"Dear Sir/Madam, I cannot connect in the staff room. it keeps asking for the wifi pwd. kindly treat as urgent. Regards.",Network & Connectivity,Wi-Fi,Finance Department,ICT-NET-03,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2024-05-15 09:42,2024-05-17 08:07,No
MU-104866,kindly assist,"Greetings, It keeps failing since this morning. Regards.",Network & Connectivity,Performance,University Library,ICT-NET-02,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2025-02-02 15:49,2025-02-05 20:20,Yes
MU-102511,Transcrpit incomplete,It is not showing and the results page is blank after i log in since this morning. this is affecting my work. kindly assist.,Student Information System,Results / transcripts,ICT Directorate,ICT-MIS-01,MIS / SIS Support Team,Closed,"Traced the unresolved marks to an unapproved mark sheet, escalated to the school examinations office for approval and confirmed the results displayed after posting.",2025-08-29 08:18,2025-08-29 12:31,No
MU-100492,Password expired,"Good afternoon, It refuses to let me in and the password i changed is not being accepted. please help. Kindly assist urgently.",Account & Access Management,Password reset,School of Engineering,ICT-SYS-04,Systems & Accounts Team,Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2024-10-21 15:32,2024-10-21 20:41,Yes
MU-104220,Teams problem,"Greetings, It says access denied. i have tried several times. kindly assist urgently.",Email & Collaboration,Online meetings,School of Arts and Social Sciences,ICT-APP-02,Applications Support Team,Closed,"Reinstalled the conferencing client, granted the required microphone and camera permissions and validated a test meeting session with the user.",2024-06-26 11:19,2024-06-26 15:51,No
MU-102406,course not appearing,It is not showing at the main campus. the course page is not visible to my students. Thanks in advance.,Learning Management System,Course enrolment,Human Resources,ICT-ELN-02,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2024-12-02 09:29,2024-12-03 12:57,No
MU-100550,Computer very slow,It is dragginng badly and the machine takes very long to start up. Awaiting your response.,Hardware & Equipment,Performance,Finance Department,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",2025-02-13 12:45,2025-02-15 00:38,No
MU-101953,No wifi connection,"Hello, It has refused to work and the wireless access point seems to be off since the semester started. please attend to this as soon as possible. Thank you.",Network & Connectivity,Wi-Fi,Finance Department,ICT-NET-03,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2024-01-09 13:25,2024-01-09 21:09,No
MU-101312,Printer jamming,The output is faint. i have tried on both my phone and laptop. Kindly assist urgntly.,Hardware & Equipment,Printer,School of Information Sciences,ICT-HWM-02,Hardware & Maintenance Team,Resolved,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2024-07-21 17:17,2024-07-23 20:07,No
MU-100702,Unable to register,,Student Information System,Unit registration,School of Science,ICT-MIS-01,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration. Ticket closed.",2024-09-16 11:08,2024-09-17 08:23,Yes
MU-101485,OUTLOOK PROBLEM,It is giving an error since friday. i have tried on both my phone and laptop.,Email & Collaboration,Mail delivery,School of Education,ICT-SYS-02,Systems & Accounts Team,Closed,"Identified an incorrect SMTP configuration on the client, corrected the outgoing server settings and authentication method, and confirmed successful test delivery.",2024-07-10 12:18,2024-07-11 11:21,Yes
MU-101933,Urgent assistance required,It is not functioning and the network point on the wall is dead. kindly assist urgently. Awaiting your response.,Network & Connectivity,LAN,Registrar (Academic),ICT-NET-01,Network Team,Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",2024-09-24 14:33,2024-09-25 01:22,No
MU-102249,Account locked,"Good morning, I cannot login in the administration block since the poweer went off. the deadline is today. kindly look into it.",Account & Access Management,Account lockout,School of Education,ICT-SYS-04,Systems & Accounts Team,Closed,"Confirmed the lockout source, cleared the lockout in Active Directory, unlocked the account and advised the user on clearing cached credentials on secondary devices.",2024-12-29 15:17,2024-12-29 18:59,No
MU-103774,Need software installed,I need it installed.,Application Support,Software installation,Human Resources,ICT-APP-02,Applications Support Team,Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server. Ticket closed.",2025-02-20 09:07,2025-02-24 07:00,No
MU-101203,ICT issue,It is dragging badly and the machine takes very long to start up in lecture hall three since the power went off.,Hardware & Equipment,Performance,Finance Department,ICT-HWM-02,Hardware & Maintenance Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",2024-05-19 14:59,2024-05-25 06:09,No
MU-103672,ICT ISSUE,"Dear ICT, The system is not accepting my login in lecture hall three.  it says my registration is not allowed since the semester started.",Student Information System,Unit registration,ICT Directorate,ICT-MIS-03,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",2025-09-23 13:06,2025-09-26 01:45,No
